month,city_id,trip_count,repeat_passenger_count
01-02-2024,TN01,2-Trips,39
01-02-2024,TN01,3-Trips,39
01-02-2024,TN01,4-Trips,58
01-02-2024,TN01,5-Trips,66
01-02-2024,TN01,6-Trips,65
01-02-2024,TN01,7-Trips,38
01-02-2024,TN01,8-Trips,28
01-02-2024,TN01,9-Trips,10
01-02-2024,UP01,10-Trips,20
01-02-2024,UP01,2-Trips,169
01-02-2024,UP01,3-Trips,180
01-02-2024,UP01,4-Trips,301
01-02-2024,UP01,5-Trips,288
01-02-2024,UP01,6-Trips,323
01-02-2024,UP01,7-Trips,201
01-02-2024,UP01,8-Trips,129
01-02-2024,UP01,9-Trips,48
01-03-2024,AP01,10-Trips,7
01-03-2024,AP01,2-Trips,505
01-03-2024,AP01,3-Trips,225
01-03-2024,AP01,4-Trips,87
01-03-2024,AP01,5-Trips,51
01-03-2024,AP01,6-Trips,15
01-03-2024,AP01,7-Trips,15
01-03-2024,AP01,8-Trips,8
01-03-2024,AP01,9-Trips,10
01-03-2024,CH01,10-Trips,19
01-03-2024,CH01,2-Trips,333
01-03-2024,CH01,3-Trips,175
01-03-2024,CH01,4-Trips,102
01-03-2024,CH01,5-Trips,79
01-03-2024,CH01,6-Trips,70
01-03-2024,CH01,7-Trips,38
01-03-2024,CH01,8-Trips,33
01-03-2024,CH01,9-Trips,23
01-03-2024,GJ01,10-Trips,20
01-03-2024,GJ01,2-Trips,181
01-03-2024,GJ01,3-Trips,238
01-03-2024,GJ01,4-Trips,167
01-03-2024,GJ01,5-Trips,324
01-03-2024,GJ01,6-Trips,287
01-03-2024,GJ01,7-Trips,202
01-03-2024,GJ01,8-Trips,54
01-03-2024,GJ01,9-Trips,21
01-03-2024,GJ02,10-Trips,12
01-03-2024,GJ02,2-Trips,72
01-03-2024,GJ02,3-Trips,122
01-03-2024,GJ02,4-Trips,94
01-03-2024,GJ02,5-Trips,150
01-03-2024,GJ02,6-Trips,150
01-03-2024,GJ02,7-Trips,106
01-03-2024,GJ02,8-Trips,40
01-03-2024,GJ02,9-Trips,13
01-03-2024,KA01,10-Trips,0
01-03-2024,KA01,2-Trips,100
01-03-2024,KA01,3-Trips,54
01-03-2024,KA01,4-Trips,20
01-03-2024,KA01,5-Trips,13
01-03-2024,KA01,6-Trips,13
01-03-2024,KA01,7-Trips,4
01-03-2024,KA01,8-Trips,2
01-03-2024,KA01,9-Trips,2
01-03-2024,KL01,10-Trips,16
01-03-2024,KL01,2-Trips,504
01-03-2024,KL01,3-Trips,371
01-03-2024,KL01,4-Trips,209
01-03-2024,KL01,5-Trips,103
01-03-2024,KL01,6-Trips,67
01-03-2024,KL01,7-Trips,40
01-03-2024,KL01,8-Trips,26
01-03-2024,KL01,9-Trips,12
01-03-2024,MP01,10-Trips,25
01-03-2024,MP01,2-Trips,337
01-03-2024,MP01,3-Trips,314
01-03-2024,MP01,4-Trips,96
01-03-2024,MP01,5-Trips,114
01-03-2024,MP01,6-Trips,79
01-03-2024,MP01,7-Trips,58
01-03-2024,MP01,8-Trips,35
01-03-2024,MP01,9-Trips,33
01-03-2024,RJ01,10-Trips,17
01-03-2024,RJ01,2-Trips,843
01-03-2024,RJ01,3-Trips,467
01-03-2024,RJ01,4-Trips,241
01-03-2024,RJ01,5-Trips,119
01-03-2024,RJ01,6-Trips,62
01-03-2024,RJ01,7-Trips,41
01-03-2024,RJ01,8-Trips,25
01-03-2024,RJ01,9-Trips,25
01-03-2024,TN01,10-Trips,7
01-03-2024,TN01,2-Trips,39
01-03-2024,TN01,3-Trips,49
01-03-2024,TN01,4-Trips,71
01-03-2024,TN01,5-Trips,108
01-03-2024,TN01,6-Trips,79
01-03-2024,TN01,7-Trips,49
01-03-2024,TN01,8-Trips,19
01-03-2024,TN01,9-Trips,6
01-03-2024,UP01,10-Trips,17
01-03-2024,UP01,2-Trips,125
01-03-2024,UP01,3-Trips,264
01-03-2024,UP01,4-Trips,325
01-03-2024,UP01,5-Trips,299
01-03-2024,UP01,6-Trips,266
01-03-2024,UP01,7-Trips,169
01-03-2024,UP01,8-Trips,134
01-03-2024,UP01,9-Trips,23
01-04-2024,AP01,10-Trips,7
01-04-2024,AP01,2-Trips,427
01-04-2024,AP01,3-Trips,330
01-04-2024,AP01,4-Trips,115
01-04-2024,AP01,5-Trips,38
01-04-2024,AP01,6-Trips,28
01-04-2024,AP01,7-Trips,24
01-04-2024,AP01,8-Trips,14
01-04-2024,AP01,9-Trips,9
01-04-2024,CH01,10-Trips,12
01-04-2024,CH01,2-Trips,255
01-04-2024,CH01,3-Trips,153
01-04-2024,CH01,4-Trips,122
01-04-2024,CH01,5-Trips,113
01-04-2024,CH01,6-Trips,55
01-04-2024,CH01,7-Trips,44
01-04-2024,CH01,8-Trips,25
01-04-2024,CH01,9-Trips,10
01-04-2024,GJ01,10-Trips,24
01-04-2024,GJ01,2-Trips,166
01-04-2024,GJ01,3-Trips,166
01-04-2024,GJ01,4-Trips,237
01-04-2024,GJ01,5-Trips,367
01-04-2024,GJ01,6-Trips,173
01-04-2024,GJ01,7-Trips,265
01-04-2024,GJ01,8-Trips,135
01-04-2024,GJ01,9-Trips,18
01-04-2024,GJ02,10-Trips,10
01-04-2024,GJ02,2-Trips,70
01-04-2024,GJ02,3-Trips,109
01-04-2024,GJ02,4-Trips,179
01-04-2024,GJ02,5-Trips,172
01-04-2024,GJ02,6-Trips,159
01-04-2024,GJ02,7-Trips,111
01-04-2024,GJ02,8-Trips,38
01-04-2024,GJ02,9-Trips,14
01-04-2024,KA01,10-Trips,1
01-04-2024,KA01,2-Trips,96
01-04-2024,KA01,3-Trips,71
01-04-2024,KA01,4-Trips,29
01-04-2024,KA01,5-Trips,19
01-04-2024,KA01,6-Trips,10
01-04-2024,KA01,7-Trips,2
01-04-2024,KA01,8-Trips,5
01-04-2024,KA01,9-Trips,3
01-04-2024,KL01,10-Trips,10
01-04-2024,KL01,2-Trips,846
01-04-2024,KL01,3-Trips,324
01-04-2024,KL01,4-Trips,182
01-04-2024,KL01,5-Trips,94
01-04-2024,KL01,6-Trips,43
01-04-2024,KL01,7-Trips,35
01-04-2024,KL01,8-Trips,20
01-04-2024,KL01,9-Trips,22
01-04-2024,MP01,10-Trips,17
01-04-2024,MP01,2-Trips,421
01-04-2024,MP01,3-Trips,296
01-04-2024,MP01,4-Trips,184
01-04-2024,MP01,5-Trips,115
01-04-2024,MP01,6-Trips,108
01-04-2024,MP01,7-Trips,71
01-04-2024,MP01,8-Trips,39
01-04-2024,MP01,9-Trips,44
01-04-2024,RJ01,10-Trips,16
01-04-2024,RJ01,2-Trips,991
01-04-2024,RJ01,3-Trips,282
01-04-2024,RJ01,4-Trips,218
01-04-2024,RJ01,5-Trips,91
01-04-2024,RJ01,6-Trips,63
01-04-2024,RJ01,7-Trips,30
01-04-2024,RJ01,8-Trips,22
01-04-2024,RJ01,9-Trips,23
01-04-2024,TN01,10-Trips,12
01-04-2024,TN01,2-Trips,53
01-04-2024,TN01,3-Trips,81
01-04-2024,TN01,4-Trips,62
01-04-2024,TN01,5-Trips,86
01-04-2024,TN01,6-Trips,88
01-04-2024,TN01,7-Trips,56
01-04-2024,TN01,8-Trips,26
01-04-2024,TN01,9-Trips,16
01-04-2024,UP01,10-Trips,20
01-04-2024,UP01,2-Trips,130
01-04-2024,UP01,3-Trips,204
01-04-2024,UP01,4-Trips,160
01-04-2024,UP01,5-Trips,241
01-04-2024,UP01,6-Trips,377
01-04-2024,UP01,7-Trips,209
01-04-2024,UP01,8-Trips,136
01-04-2024,UP01,9-Trips,19
01-05-2024,AP01,10-Trips,11
01-05-2024,AP01,2-Trips,500
01-05-2024,AP01,3-Trips,239
01-05-2024,AP01,4-Trips,92
01-05-2024,AP01,5-Trips,39
01-05-2024,AP01,6-Trips,32
01-05-2024,AP01,7-Trips,19
01-05-2024,AP01,8-Trips,13
01-05-2024,AP01,9-Trips,6
01-05-2024,CH01,10-Trips,15
01-05-2024,CH01,2-Trips,338
01-05-2024,CH01,3-Trips,164
01-05-2024,CH01,4-Trips,135
01-05-2024,CH01,5-Trips,101
01-05-2024,CH01,6-Trips,78
01-05-2024,CH01,7-Trips,75
01-05-2024,CH01,8-Trips,33
01-05-2024,CH01,9-Trips,30
01-05-2024,GJ01,10-Trips,19
01-05-2024,GJ01,2-Trips,161
01-05-2024,GJ01,3-Trips,255
01-05-2024,GJ01,4-Trips,216
01-05-2024,GJ01,5-Trips,234
01-05-2024,GJ01,6-Trips,368
01-05-2024,GJ01,7-Trips,211
01-05-2024,GJ01,8-Trips,111
01-05-2024,GJ01,9-Trips,31
01-05-2024,GJ02,10-Trips,17
01-05-2024,GJ02,2-Trips,110
01-05-2024,GJ02,3-Trips,81
01-05-2024,GJ02,4-Trips,160
01-05-2024,GJ02,5-Trips,161
01-05-2024,GJ02,6-Trips,152
01-05-2024,GJ02,7-Trips,96
01-05-2024,GJ02,8-Trips,70
01-05-2024,GJ02,9-Trips,21
01-05-2024,KA01,10-Trips,3
01-05-2024,KA01,2-Trips,180
01-05-2024,KA01,3-Trips,67
01-05-2024,KA01,4-Trips,51
01-05-2024,KA01,5-Trips,17
01-05-2024,KA01,6-Trips,17
01-05-2024,KA01,7-Trips,9
01-05-2024,KA01,8-Trips,4
01-05-2024,KA01,9-Trips,1
01-05-2024,KL01,10-Trips,14
01-05-2024,KL01,2-Trips,971
01-05-2024,KL01,3-Trips,468
01-05-2024,KL01,4-Trips,151
01-05-2024,KL01,5-Trips,88
01-05-2024,KL01,6-Trips,83
01-05-2024,KL01,7-Trips,28
01-05-2024,KL01,8-Trips,29
01-05-2024,KL01,9-Trips,21
01-05-2024,MP01,10-Trips,22
01-05-2024,MP01,2-Trips,613
01-05-2024,MP01,3-Trips,284
01-05-2024,MP01,4-Trips,234
01-05-2024,MP01,5-Trips,173
01-05-2024,MP01,6-Trips,101
01-05-2024,MP01,7-Trips,61
01-05-2024,MP01,8-Trips,48
01-05-2024,MP01,9-Trips,27
01-05-2024,RJ01,10-Trips,24
01-05-2024,RJ01,2-Trips,902
01-05-2024,RJ01,3-Trips,365
01-05-2024,RJ01,4-Trips,216
01-05-2024,RJ01,5-Trips,98
01-05-2024,RJ01,6-Trips,115
01-05-2024,RJ01,7-Trips,41
01-05-2024,RJ01,8-Trips,56
01-05-2024,RJ01,9-Trips,25
01-05-2024,TN01,10-Trips,3
01-05-2024,TN01,2-Trips,43
01-05-2024,TN01,3-Trips,92
01-05-2024,TN01,4-Trips,72
01-05-2024,TN01,5-Trips,83
01-05-2024,TN01,6-Trips,113
01-05-2024,TN01,7-Trips,57
01-05-2024,TN01,8-Trips,30
01-05-2024,TN01,9-Trips,11
01-05-2024,UP01,10-Trips,18
01-05-2024,UP01,2-Trips,225
01-05-2024,UP01,3-Trips,247
01-05-2024,UP01,4-Trips,271
01-05-2024,UP01,5-Trips,316
01-05-2024,UP01,6-Trips,374
01-05-2024,UP01,7-Trips,125
01-05-2024,UP01,8-Trips,48
01-05-2024,UP01,9-Trips,38
01-06-2024,AP01,10-Trips,11
01-06-2024,AP01,2-Trips,401
01-06-2024,AP01,3-Trips,178
01-06-2024,AP01,4-Trips,69
01-06-2024,AP01,5-Trips,64
01-06-2024,AP01,6-Trips,40
01-06-2024,AP01,7-Trips,22
01-06-2024,AP01,8-Trips,11
01-06-2024,AP01,9-Trips,6
01-06-2024,CH01,10-Trips,18
01-06-2024,CH01,2-Trips,220
01-06-2024,CH01,3-Trips,155
01-06-2024,CH01,4-Trips,212
01-06-2024,CH01,5-Trips,80
01-06-2024,CH01,6-Trips,81
01-06-2024,CH01,7-Trips,52
01-06-2024,CH01,8-Trips,25
01-06-2024,CH01,9-Trips,24
01-06-2024,GJ01,10-Trips,11
01-06-2024,GJ01,2-Trips,157
01-06-2024,GJ01,3-Trips,264
01-06-2024,GJ01,4-Trips,345
01-06-2024,GJ01,5-Trips,218
01-06-2024,GJ01,6-Trips,287
01-06-2024,GJ01,7-Trips,102
01-06-2024,GJ01,8-Trips,72
01-06-2024,GJ01,9-Trips,34
01-06-2024,GJ02,10-Trips,15
01-06-2024,GJ02,2-Trips,53
01-06-2024,GJ02,3-Trips,131
01-06-2024,GJ02,4-Trips,121
01-06-2024,GJ02,5-Trips,92
01-06-2024,GJ02,6-Trips,133
01-06-2024,GJ02,7-Trips,89
01-06-2024,GJ02,8-Trips,54
01-06-2024,GJ02,9-Trips,15
01-06-2024,KA01,10-Trips,1
01-06-2024,KA01,2-Trips,178
01-06-2024,KA01,3-Trips,68
01-06-2024,KA01,4-Trips,48
01-06-2024,KA01,5-Trips,16
01-06-2024,KA01,6-Trips,7
01-06-2024,KA01,7-Trips,5
01-06-2024,KA01,8-Trips,5
01-06-2024,KA01,9-Trips,1
01-06-2024,KL01,10-Trips,6
01-06-2024,KL01,2-Trips,465
01-06-2024,KL01,3-Trips,267
01-06-2024,KL01,4-Trips,148
01-06-2024,KL01,5-Trips,72
01-06-2024,KL01,6-Trips,35
01-06-2024,KL01,7-Trips,25
01-06-2024,KL01,8-Trips,19
01-06-2024,KL01,9-Trips,12
01-06-2024,MP01,10-Trips,14
01-06-2024,MP01,2-Trips,376
01-06-2024,MP01,3-Trips,278
01-06-2024,MP01,4-Trips,157
01-06-2024,MP01,5-Trips,117
01-06-2024,MP01,6-Trips,68
01-06-2024,MP01,7-Trips,68
01-06-2024,MP01,8-Trips,33
01-06-2024,MP01,9-Trips,20
01-06-2024,RJ01,10-Trips,10
01-06-2024,RJ01,2-Trips,415
01-06-2024,RJ01,3-Trips,393
01-06-2024,RJ01,4-Trips,138
01-06-2024,RJ01,5-Trips,95
01-06-2024,RJ01,6-Trips,45
01-06-2024,RJ01,7-Trips,38
01-06-2024,RJ01,8-Trips,28
01-06-2024,RJ01,9-Trips,19
01-06-2024,TN01,10-Trips,5
01-06-2024,TN01,2-Trips,63
01-06-2024,TN01,3-Trips,48
01-06-2024,TN01,4-Trips,70
01-06-2024,TN01,5-Trips,86
01-06-2024,TN01,6-Trips,51
01-06-2024,TN01,7-Trips,42
01-06-2024,TN01,8-Trips,31
01-06-2024,TN01,9-Trips,6
01-06-2024,UP01,10-Trips,17
01-06-2024,UP01,2-Trips,201
01-06-2024,UP01,3-Trips,320
01-06-2024,UP01,4-Trips,297
01-06-2024,UP01,5-Trips,272
01-06-2024,UP01,6-Trips,272
01-06-2024,UP01,7-Trips,246
01-06-2024,UP01,8-Trips,83
01-06-2024,UP01,9-Trips,19
